Customer_ID,Account_Balance,Age,Gender,Marital_Status,Number_of_Dependents,Account_Type,Loan_Amount,Loan_Term_Months,Credit_Score,Annual_Income,Employment_Status,Education_Level,Home_Ownership,Monthly_Expenses,Transaction_Count,Last_Transaction_Date,Branch_Code,Account_Open_Date,Is_Active,Interest_Rate,Overdraft_Limit,Credit_Limit
400714,-1581.747294241437,36,Female,Widowed,3,Current,8595.511497794894,294,685.4761345189858,122915.2426067372,Employed,Doctorate,Own,6410.977991559361,52,2020-01-11,496,2000-01-11,True,11.531545874964873,3920.258909683919,47721.097568499696
631322,-462.6134847624017,40,Female,Married,0,Current,2165.661308251817,135,770.5531178897298,187925.3430378955,Unemployed,High School,Mortgage,5794.328723470223,1,2020-01-12,316,2000-01-12,False,12.257634549894377,952.4496253325294,49739.7063594928
116263,-1847.8607638234619,28,Female,Divorced,0,Current,7484.927592466139,168,530.0601111014173,176459.98659362807,Unemployed,Doctorate,Mortgage,4556.4176610145305,87,2020-01-13,851,2000-01-13,False,1.9252773538745953,3524.4538912546363,40108.69054723457
281171,-5748.457041145319,28,Female,Divorced,3,Fixed Deposit,30635.49902892948,98,470.1770371787444,62772.99851235961,Self-Employed,Associate,Mortgage,8627.234117028096,82,2020-01-14,400,2000-01-14,False,3.6964639703045092,4503.934669612572,26245.260181770438
305384,-1452.7221020664695,41,Male,Married,3,Fixed Deposit,9375.163645372399,159,815.1985057194196,171775.2411347404,Retired,Bachelor,Own,6387.257730122621,64,2020-01-15,515,2000-01-15,True,13.497017533971537,1306.522200222712,45114.74584889209
602574,-2052.5941553088046,70,Male,Single,1,Savings,11675.272206313892,81,583.6221030923903,10063.176162892987,Self-Employed,Bachelor,Rent,2963.0999843903614,8,2020-01-16,952,2000-01-16,False,6.818579712412135,4379.919459287918,6483.039773294866
175348,741.8856262630107,53,Male,Married,2,Fixed Deposit,1744.416424937552,87,573.4896376249828,13360.683826518873,Retired,High School,Mortgage,4050.195003398753,98,2020-01-17,993,2000-01-17,False,7.674302115222637,731.1374710560098,47201.70159300543
709563,-6958.646911781219,57,Female,Married,4,Savings,36285.06827581088,125,398.12885310992266,124485.10113014434,Self-Employed,Doctorate,Mortgage,1926.4889329397645,43,2020-01-18,269,2000-01-18,False,3.35233378327593,3500.961161407535,18226.09344531618
520141,-8134.103869371597,41,Male,Widowed,4,Fixed Deposit,40613.03778809214,14,359.48525801534623,79311.6616374606,Employed,High School,Own,6118.046094546557,8,2020-01-19,464,2000-01-19,True,14.928527151013899,4059.6751416914276,43212.98017042653
875299,-7754.695778052684,20,Male,Widowed,4,Savings,39943.984750220094,245,763.1587743659313,83427.55982023796,Retired,Master,Own,6072.976335720836,29,2020-01-20,331,2000-01-20,True,13.922667559750563,2501.4475294669955,33750.29689328416
381719,-1036.2368295082888,39,Female,Divorced,0,Savings,6814.62349253207,178,637.7732469031349,117243.80722898767,Unemployed,High School,Mortgage,8766.745016737812,13,2020-01-21,719,2000-01-21,True,1.0283453937514115,1416.779126660811,48053.440898730376
122231,-8535.160230742356,70,Female,Widowed,0,Savings,45213.40580574359,110,479.20352121069675,46438.66656245351,Retired,High School,Mortgage,8630.258659899118,1,2020-01-22,427,2000-01-22,True,8.71028555721039,4661.282745065775,43369.21944199509
963367,-6618.544039369454,19,Female,Single,1,Fixed Deposit,33777.80205896696,135,405.45491956464656,50233.51662644088,Self-Employed,High School,Own,8450.949317869505,29,2020-01-23,332,2000-01-23,True,13.211743370444164,589.8599087142597,44506.9928639944
803091,-9697.692179640713,41,Male,Single,0,Current,44927.666807654794,56,605.5235040932973,102074.3015335843,Self-Employed,High School,Own,5715.047037164537,50,2020-01-24,781,2000-01-24,False,7.027470487275442,2997.820531532896,31955.963449881496
909532,-4442.531469694895,61,Female,Single,3,Fixed Deposit,22634.444974267848,335,621.1556090936244,153308.17342533398,Retired,Doctorate,Own,6694.188202195712,37,2020-01-25,746,2000-01-25,False,7.115399620073588,2177.822339172645,41824.768017837516
766128,-4205.529849180981,47,Male,Divorced,2,Current,22129.265623643038,298,413.846480684782,127704.57276744166,Unemployed,Doctorate,Own,7867.648467698642,1,2020-01-26,742,2000-01-26,True,6.3108601941680496,2574.7573796647057,38099.42638730559
609135,-6922.430328253546,55,Male,Single,2,Fixed Deposit,39334.55767490232,117,768.2731613403107,66497.4591649994,Employed,Doctorate,Rent,1371.005894079015,69,2020-01-27,136,2000-01-27,False,1.4035966921745284,2914.542753255031,8919.533414290476
290409,-1250.0345335412214,19,Male,Single,2,Current,5118.243846098804,305,346.3454013857181,91764.06372669502,Unemployed,Master,Rent,3355.6800041896304,48,2020-01-28,870,2000-01-28,False,12.06396670195184,2906.3688001992896,32781.24767630891
871745,-5869.272251468525,77,Male,Widowed,2,Fixed Deposit,26283.264813426846,145,495.85119684153193,42426.3041244997,Retired,Master,Mortgage,2106.354456786882,55,2020-01-29,501,2000-01-29,False,7.394992847475327,1416.306486903944,8260.601779487773
873418,-8116.044102363529,38,Male,Divorced,4,Savings,41901.01966374567,19,674.2114275693872,24179.664724045528,Self-Employed,High School,Rent,5358.943096288005,66,2020-01-30,735,2000-01-30,False,8.43491893765216,3558.660453050195,43603.34997239096
674985,-7635.330704959399,50,Female,Married,4,Savings,41594.53187194378,39,450.76620010056035,158712.24774138836,Unemployed,Doctorate,Own,8457.845588009774,63,2020-01-31,525,2000-01-31,True,4.579591635292938,586.1673103646575,4231.540167658455
111357,-9488.006176704288,29,Male,Single,3,Savings,47828.576388947266,282,755.2213571296995,60423.60774575697,Self-Employed,Master,Mortgage,2691.7637116727005,22,2020-02-01,507,2000-02-01,True,11.977658888935473,595.3284239578552,49365.28683947049
560189,-5553.03037282958,75,Male,Widowed,1,Current,35064.493379762054,234,706.9273046302219,43775.61369173716,Self-Employed,Bachelor,Own,7443.583584121912,94,2020-02-02,874,2000-02-02,False,12.112479653862273,2653.1930357523947,20630.706640747863
780306,-762.5469707731468,39,Male,Married,0,Current,10784.646157266554,19,733.9625645014738,141407.43055817066,Unemployed,High School,Rent,4355.32796567164,11,2020-02-03,964,2000-02-03,True,8.740891435924631,2938.5629612162415,9360.838331370345
841784,-119.70100544241151,78,Male,Single,0,Savings,1503.8755872817505,321,365.50859473219396,127429.81811456534,Retired,Associate,Own,9079.211553407777,29,2020-02-04,316,2000-02-04,False,13.664790961202293,1737.0026676511718,46848.074199399925
695326,-4537.085934506899,61,Male,Married,4,Current,24231.082032041544,145,377.3009203975486,130306.02894255817,Unemployed,Doctorate,Mortgage,6454.500638042658,3,2020-02-05,269,2000-02-05,True,2.6223792301729865,2982.5399013207507,3225.8733252625493
992344,-4315.140380878608,42,Female,Married,2,Savings,25928.3413483165,40,457.560555759521,53489.974920856585,Employed,High School,Rent,9777.253553158804,45,2020-02-06,709,2000-02-06,False,12.012773305010391,2822.4915484351554,24035.17609094019
679437,-2289.1126264507434,66,Male,Divorced,3,Fixed Deposit,12392.997932697106,126,584.9424408586585,54202.65232690939,Self-Employed,High School,Mortgage,2833.8628694139197,77,2020-02-07,457,2000-02-07,True,8.820177992489304,2071.4924964769016,38741.12926830063
105566,-1474.3548326994662,44,Male,Divorced,1,Current,6672.5236326183585,45,711.4088421846714,51952.49965927144,Self-Employed,Associate,Rent,9277.60459326856,3,2020-02-08,285,2000-02-08,False,4.234184338510289,3432.9858644530245,16520.773296153347
746762,-5174.759499287357,76,Male,Single,4,Current,29517.304226430195,18,760.0919899184969,43012.99317583596,Retired,Bachelor,Own,3892.029764156516,74,2020-02-09,824,2000-02-09,True,2.8522529571265287,4810.717474460462,26912.898825237255
928008,-7123.356925816387,59,Male,Single,3,Fixed Deposit,38330.655864194996,51,687.3844237764492,134587.4977867147,Self-Employed,Master,Mortgage,6408.690891853601,68,2020-02-10,969,2000-02-10,False,5.214098564519737,2708.6121249131097,35320.23779937629
939750,-9972.00573517951,45,Female,Divorced,3,Current,49661.128127712946,341,810.7282848418511,171123.01819738626,Self-Employed,Master,Rent,2157.828027748783,14,2020-02-11,923,2000-02-11,False,12.988422853420328,4037.228416737411,47646.84462906472
431694,-7136.348954629487,77,Male,Single,4,Current,38035.97955192067,73,706.3089302887616,147620.31923856563,Self-Employed,Associate,Rent,7717.958641318831,87,2020-02-12,843,2000-02-12,False,12.026670895465903,1614.1845360784534,6032.429324280468
489203,-7786.958284829927,33,Male,Single,3,Current,39784.80450565126,97,468.4473378525381,160497.79041450322,Unemployed,Associate,Rent,9793.379123348179,81,2020-02-13,778,2000-02-13,False,10.031853961452562,3928.7776707836656,8704.108482031068
675696,-6196.825107304701,32,Male,Divorced,2,Fixed Deposit,31014.813472325473,224,445.7947063862149,86911.70152618796,Self-Employed,Master,Rent,7980.548105725136,65,2020-02-14,917,2000-02-14,False,2.2645781089714836,3420.0767952589745,25934.673864509277
546722,-9936.51774299801,79,Male,Married,3,Savings,49303.17161901588,127,682.9058476655994,134274.40112067963,Unemployed,Bachelor,Own,6350.06905368924,57,2020-02-15,260,2000-02-15,True,14.367628956406252,3378.640009677367,21505.2730963523
873358,-6175.060081578482,79,Female,Single,1,Savings,32177.841063171236,76,406.07881277928783,77304.88568450716,Retired,Bachelor,Own,4758.032766424165,15,2020-02-16,383,2000-02-16,True,5.2761618532557,4518.659031990024,21129.011873499654
441293,-8552.630748113697,64,Female,Widowed,3,Fixed Deposit,43082.53767678537,308,350.99314594564845,109845.8781740416,Employed,High School,Rent,3779.7449241641625,60,2020-02-17,283,2000-02-17,False,9.497999766830818,1550.0761472851327,15551.113643871508
926599,-9050.591562549851,79,Female,Divorced,0,Fixed Deposit,47316.339988927306,181,592.7225811709067,101510.62084162384,Self-Employed,Associate,Own,4480.619856925903,54,2020-02-18,636,2000-02-18,False,12.243426191276079,2158.0255269092395,28473.555126938852
395843,-8616.744350363137,68,Male,Single,3,Fixed Deposit,46527.995774777766,127,751.9028633784254,43608.557577332336,Employed,Associate,Own,3618.7389712675226,2,2020-02-19,241,2000-02-19,True,2.8599816824226125,873.8035565494358,44281.128472120094
348089,-3578.9740660539915,61,Female,Single,4,Savings,19380.059517276146,333,355.75891335842493,83544.96446376985,Unemployed,Associate,Rent,8410.743736547109,82,2020-02-20,794,2000-02-20,False,10.130754391582224,3767.5398954614548,8885.29268635533
411689,-389.07426979171447,72,Female,Divorced,0,Fixed Deposit,4393.771886555804,127,735.540228087651,193126.23234164668,Retired,Master,Own,8984.555670661231,64,2020-02-21,695,2000-02-21,True,1.452143953858976,4297.4027838482525,11549.030145292125
593985,-1786.2906591247734,69,Female,Widowed,4,Savings,9007.748275692718,232,746.3646023933514,57230.248965839,Retired,Master,Mortgage,9521.748014242517,86,2020-02-22,330,2000-02-22,False,2.4250503610607756,2326.2507663431134,33870.3513921797
283501,121.29611978033643,74,Female,Widowed,1,Fixed Deposit,3431.55361713207,61,565.2507000448489,35422.70989310286,Unemployed,Master,Mortgage,4474.442058124578,28,2020-02-23,567,2000-02-23,True,11.124010881979986,2105.7206831071676,3753.685060077904
476071,-1406.519923281011,20,Female,Divorced,2,Current,5717.148274042432,338,331.5206705057677,89530.3181085477,Employed,Bachelor,Own,5689.082432633377,94,2020-02-24,487,2000-02-24,False,3.171150178019118,3463.933351354374,34014.44577858732
318422,-2497.5375079078285,54,Male,Widowed,1,Savings,9640.236671738034,347,396.0244181859525,160164.16981342813,Self-Employed,Master,Rent,5980.506499903645,77,2020-02-25,834,2000-02-25,False,7.209094126275296,840.1570735520163,16408.351392303528
909818,-3706.0352409206853,68,Female,Single,0,Savings,17384.168671076386,90,689.0844513390628,120608.16365819472,Unemployed,High School,Mortgage,6685.337685094218,67,2020-02-26,257,2000-02-26,False,4.476655710883168,1822.2885326134117,18534.842638600734
421417,-4663.2360541481485,24,Female,Widowed,2,Fixed Deposit,27405.212505466254,31,691.4778697450222,139385.21717526647,Unemployed,Master,Own,523.3352384727932,3,2020-02-27,417,2000-02-27,False,6.89721312137919,2147.957593408327,20871.91931732211
736600,-6635.149644421636,38,Female,Single,3,Current,35728.26193807676,48,794.095401342216,46042.02115318867,Unemployed,Bachelor,Own,8505.551878619852,53,2020-02-28,284,2000-02-28,False,2.081083364080593,2833.656278138384,18129.79051309403
928017,-1259.1060078040537,26,Male,Married,0,Savings,10940.90313727234,270,620.4773806050206,127600.15667146709,Unemployed,Associate,Rent,3047.3362133084092,26,2020-02-29,520,2000-02-29,False,11.568607616573852,2644.5614876105424,42219.27144269708
492270,-7243.740803848217,56,Male,Widowed,2,Fixed Deposit,33789.8590097879,104,368.2590522425776,71465.07503318001,Unemployed,High School,Rent,4985.558653089685,4,2020-03-01,282,2000-03-01,True,2.106576483517602,1439.0619024858206,47357.35441261515
859652,-5686.911684313051,35,Female,Married,4,Current,35360.82418786977,198,366.7781980277347,168517.63953140582,Retired,Bachelor,Own,8494.898441929248,16,2020-03-02,696,2000-03-02,False,12.73080296304658,2933.5454323849963,27852.56229049323
107509,-5477.076324746353,21,Male,Divorced,2,Savings,28151.805674876377,212,696.6227965462531,129566.77314203988,Unemployed,Doctorate,Rent,9970.133396031553,92,2020-03-03,676,2000-03-03,True,10.276524098373857,4666.409108990464,29512.04644291203
843212,-9760.194559818745,42,Male,Widowed,4,Fixed Deposit,45229.08455503618,299,401.08156580934565,47782.69277730622,Retired,Associate,Mortgage,8051.393295462431,72,2020-03-04,151,2000-03-04,False,6.832198059299965,621.8955063370845,4453.6722926583225
342225,87.39283460086608,77,Female,Single,4,Current,5994.243289129628,59,480.61202478913293,22277.169170376368,Employed,Master,Mortgage,735.915754216777,54,2020-03-05,102,2000-03-05,True,13.130811608586885,3561.3795758210263,35946.404489689034
963039,-2314.903394032784,31,Male,Widowed,2,Savings,9267.512151319765,264,567.9666038070527,18100.30976453622,Self-Employed,Bachelor,Own,4003.164622418607,16,2020-03-06,176,2000-03-06,False,3.605837901468599,3311.19062268039,29620.84477524012
324350,-4373.502836702325,67,Female,Divorced,1,Savings,21718.9088072795,57,313.62068266688317,80567.62785352673,Retired,Doctorate,Own,2848.5010432635463,31,2020-03-07,746,2000-03-07,True,4.703899183807556,4659.92129620248,3469.331666572417
998817,-1259.9700300019176,75,Female,Divorced,1,Current,6772.280394094824,242,436.8504648609625,60511.71596431956,Self-Employed,Bachelor,Rent,9659.251462601673,87,2020-03-08,937,2000-03-08,True,2.919731263228893,3404.052231831868,10722.85768651346
834124,-5236.9341921398745,26,Female,Single,4,Fixed Deposit,28531.65911434233,106,524.3392846790041,132757.12345787653,Self-Employed,Master,Mortgage,3010.1747065375234,2,2020-03-09,681,2000-03-09,False,6.34196170606049,3311.7922061646955,10895.227599235575
308222,-4223.5523076610425,43,Male,Widowed,0,Fixed Deposit,20220.823097166507,314,453.79997517126344,104873.42864593747,Self-Employed,Bachelor,Rent,9461.82680822471,73,2020-03-10,773,2000-03-10,False,14.814264586277226,3964.1254704420808,9377.429645224602
569053,-2221.0144497929423,70,Female,Married,2,Current,14587.491829527962,229,375.0036801071612,60543.662821022335,Retired,Doctorate,Own,9406.416378268055,91,2020-03-11,707,2000-03-11,False,3.2543832892097253,1705.126769688471,33273.65177651608
355117,-1165.345934896545,19,Female,Divorced,0,Savings,8914.495744373045,51,700.4067417879086,38355.17781053347,Retired,Bachelor,Own,8474.39797279045,45,2020-03-12,115,2000-03-12,False,12.63367080212118,3180.795180945067,46493.54115243268
163305,-3150.845013707962,37,Male,Divorced,1,Current,17099.24279823641,214,747.2312103423917,34167.95491061542,Retired,High School,Own,1431.6817836332866,54,2020-03-13,329,2000-03-13,True,10.126321003423008,2837.3949921283065,38385.79094255961
987517,-5201.577540241716,45,Female,Single,0,Current,30593.98786620093,127,441.61343687904866,174285.47450667937,Employed,High School,Own,518.9546660616032,59,2020-03-14,988,2000-03-14,False,1.2213978285660336,2473.1262799473807,24391.300775481748
404995,-5557.066243216016,64,Male,Widowed,3,Current,29001.367939025873,102,725.9307220334669,56260.81399692478,Retired,Master,Own,8041.889300030279,59,2020-03-15,366,2000-03-15,False,14.228462701127802,857.6922531625737,20798.513601239614
439054,-1592.9891768476011,77,Male,Married,3,Savings,8599.388010406574,69,512.0544604207226,133825.02310308398,Employed,Doctorate,Own,8511.341047117026,22,2020-03-16,405,2000-03-16,True,14.595277713149786,1816.829861057786,19936.447160151904
134407,-56.03339172150993,24,Female,Widowed,1,Current,6683.530631661353,21,578.6771849697016,164030.3263173906,Retired,Doctorate,Rent,9640.726085700333,34,2020-03-17,954,2000-03-17,False,13.948609826061608,1759.9177129557627,30461.100927095427
933038,115.41351814953597,61,Male,Widowed,0,Current,1820.4997491391903,267,770.800591191234,126675.44912509985,Retired,Doctorate,Rent,2574.634808801402,73,2020-03-18,105,2000-03-18,False,8.024355207898473,3759.1293072380045,18601.812288282283
731565,-366.9062760511147,78,Female,Married,2,Savings,1115.0668927996471,328,712.4745249913243,173317.39401291969,Self-Employed,Doctorate,Rent,7464.891445280366,97,2020-03-19,209,2000-03-19,True,4.085252554662305,4642.952608446957,12079.97658824714
310590,-8951.680789001872,25,Male,Single,1,Savings,44050.61656812442,260,742.8142682238977,84554.80709041016,Unemployed,Doctorate,Mortgage,5431.111965596347,56,2020-03-20,242,2000-03-20,False,6.47770548458674,1538.5425029458188,30539.302422203564
754492,-283.71182190625547,64,Male,Divorced,3,Current,2731.8983722668013,328,375.26484162249625,191682.21622330017,Self-Employed,Associate,Rent,3620.58094936271,34,2020-03-21,766,2000-03-21,False,9.598681649827235,835.8077250109666,20144.565257951082
538868,-8394.605889937453,52,Male,Single,1,Fixed Deposit,36695.44493872569,17,338.34568420855123,35297.55079383842,Retired,Bachelor,Own,6259.764595560733,99,2020-03-22,306,2000-03-22,True,6.303709332844297,4999.8062946594655,1692.1166280478583
765608,-8781.69035875214,31,Male,Single,0,Current,43663.26226412537,342,791.372600998393,29408.41063493224,Unemployed,Doctorate,Rent,5707.894239085673,26,2020-03-23,528,2000-03-23,False,10.91440311217556,3610.423985603247,2089.3245647719523
372659,-872.2861358548918,34,Female,Widowed,0,Savings,5353.8635038416505,199,513.3088482641019,135151.50777941427,Unemployed,High School,Rent,3276.796793141029,71,2020-03-24,265,2000-03-24,False,12.138057668871259,4489.118811456159,14432.693946566498
462722,-4230.799959103124,53,Female,Married,0,Savings,22096.920479734374,246,458.3338229383245,189137.91686851974,Employed,Bachelor,Mortgage,3050.393390252116,45,2020-03-25,359,2000-03-25,False,3.9315005810728074,1147.4573713870832,26108.687775836323
978777,-9920.933560717252,67,Male,Divorced,4,Savings,48133.99766712669,194,698.5829398440035,163687.85771090235,Unemployed,Master,Own,5122.512129399078,91,2020-03-26,784,2000-03-26,True,6.669186715959207,4103.456185028159,18357.735875731447
241902,-8316.71053949181,57,Female,Widowed,0,Fixed Deposit,41789.86369591746,298,760.0285781189211,24519.203293229773,Employed,Master,Mortgage,5003.346830617754,76,2020-03-27,493,2000-03-27,False,14.408421264364838,4159.956856946451,2178.702466990046
422775,-4079.609259808295,21,Female,Divorced,3,Savings,24740.349576963825,134,774.3692920440656,63079.86564759611,Self-Employed,Doctorate,Mortgage,3369.5006800959654,81,2020-03-28,220,2000-03-28,True,4.497295217676932,1181.7001669577412,11934.43642390878
462928,-6901.083720307755,19,Female,Widowed,3,Fixed Deposit,38247.270083181866,169,473.79842761887505,186760.5881191865,Employed,Associate,Mortgage,3005.446001383503,21,2020-03-29,512,2000-03-29,True,5.850264840322006,1226.318810423431,5724.54612505619
225496,-8005.566578621395,79,Female,Married,4,Savings,41752.19240936736,334,768.7168151609208,58081.10223214907,Retired,Associate,Rent,9565.920386839214,43,2020-03-30,239,2000-03-30,False,1.499247053927612,1829.5304725481046,47482.968066709414
829443,-3378.914394630341,23,Female,Divorced,3,Savings,17727.334677841605,24,322.51366940588997,158422.38051951467,Unemployed,Bachelor,Own,8692.519795081113,86,2020-03-31,267,2000-03-31,True,5.653124575450419,1475.5435143608288,16328.869705797799
328170,-8786.468034816835,71,Female,Divorced,3,Current,44661.56938506306,326,327.3138203028454,166775.11722645373,Retired,Associate,Own,8259.40150153307,90,2020-04-01,183,2000-04-01,False,6.193039573457436,4889.344586254672,1723.5522081792978
507544,-4360.568626508104,59,Female,Single,1,Fixed Deposit,23788.42932401926,65,642.9355573457849,104135.89965758655,Unemployed,Master,Mortgage,2535.6958024315627,39,2020-04-02,520,2000-04-02,False,2.3976978347755127,2133.247251363955,33367.59934729751
505895,-5115.152150268389,21,Male,Widowed,0,Current,26626.464496162083,288,334.7085030135504,83406.29287117995,Unemployed,Doctorate,Own,2298.264832365111,13,2020-04-03,805,2000-04-03,False,1.0201914997894013,3925.8788529524313,12389.94908488304
645346,-9605.760430900586,71,Female,Widowed,1,Fixed Deposit,49985.528072180634,54,478.53504268058884,95523.64215975434,Self-Employed,High School,Own,8188.625673831934,42,2020-04-04,887,2000-04-04,True,9.05567678116194,4122.7286156720265,28770.076496519203
488370,-7946.523564548575,46,Male,Widowed,1,Savings,42243.49682453198,278,670.0157924358082,53123.29192941919,Employed,Master,Mortgage,2254.406303076355,45,2020-04-05,367,2000-04-05,False,5.221372418602063,2236.7339921960356,8386.527275864904
328845,-4020.0371994584666,35,Male,Single,3,Savings,18407.61528576251,120,485.49679282982447,178984.2740644804,Self-Employed,Master,Rent,5283.591389672843,87,2020-04-06,137,2000-04-06,True,1.249533721641289,3571.6349942705097,49216.64852100077
408840,-163.35114608227147,43,Male,Single,2,Fixed Deposit,1012.1070253986474,334,398.7798797920527,95617.734778654,Employed,Bachelor,Mortgage,2603.506974317406,51,2020-04-07,402,2000-04-07,True,13.039220255540513,985.100634030772,48542.700141701316
864323,-5932.74389679358,61,Female,Divorced,0,Current,31495.616652797788,177,454.7428420196129,177667.29368665896,Self-Employed,Associate,Mortgage,4091.662944866445,94,2020-04-08,437,2000-04-08,True,9.181735478932973,2286.329231668712,33143.18423282499
138872,-7347.711470499402,51,Female,Widowed,2,Fixed Deposit,35343.714593341334,117,551.6664327377375,30081.761182192076,Self-Employed,High School,Rent,8607.815160390659,17,2020-04-09,853,2000-04-09,False,3.396356906885486,4852.89797042705,35652.928469280974
679259,-6581.9552625714805,27,Male,Widowed,3,Fixed Deposit,32714.733162097295,62,561.4622204455153,197772.30149002495,Unemployed,High School,Rent,8968.474260899953,91,2020-04-10,429,2000-04-10,True,13.113452721173672,1258.3879426112167,21868.065673290916
968515,-9483.457460184234,79,Male,Divorced,4,Fixed Deposit,48409.18638257905,215,730.6501272409611,94221.88661428748,Self-Employed,Associate,Rent,9968.452883377038,84,2020-04-11,298,2000-04-11,True,4.550203586621725,2235.7008711528406,48146.78792549027
647594,-8481.402503325375,53,Female,Divorced,1,Savings,43217.06585294114,313,712.5842761873319,19087.85587488004,Self-Employed,Doctorate,Rent,9467.090660143276,63,2020-04-12,909,2000-04-12,True,4.184240241507585,4057.3467945141465,21763.241398188846
521426,-4247.022940591932,31,Female,Divorced,3,Fixed Deposit,22717.1688124421,54,551.2497925058743,17224.151165116433,Employed,Associate,Mortgage,6876.881881664484,7,2020-04-13,104,2000-04-13,True,13.524876797961767,3494.4046470970707,12733.931872994952
145693,-806.5017675013221,48,Female,Married,3,Savings,3611.4456298828572,294,765.1170420043243,151779.37892154933,Self-Employed,Doctorate,Rent,4601.396944877592,55,2020-04-14,531,2000-04-14,True,3.5124103124326314,3341.8337070847933,6653.551870591296
914671,-4112.992411855602,65,Male,Married,2,Current,24064.909090348847,96,362.83042622526773,135216.75149869936,Unemployed,High School,Own,1048.0775652734483,4,2020-04-15,470,2000-04-15,True,13.305801104367042,4339.6585670409,11198.139715404894
717654,-6769.677556464129,32,Male,Divorced,4,Savings,34617.57898812014,228,440.44434262589584,162404.80604424162,Self-Employed,Bachelor,Mortgage,6277.578078283055,31,2020-04-16,994,2000-04-16,False,12.241626217469214,630.922293606639,29038.461692507382
431061,-5789.100235296154,25,Female,Single,1,Current,30581.635507236726,169,755.3870549262383,30019.831451033133,Retired,Master,Mortgage,2501.466289038434,94,2020-04-17,966,2000-04-17,True,5.336885571609267,3970.2396568189647,13009.494179025654
462512,-5437.649095963004,31,Female,Single,4,Current,27137.7848516888,138,507.8967212443842,16758.464736754187,Retired,High School,Rent,8576.294696381257,95,2020-04-18,202,2000-04-18,False,1.4815591361438978,4471.470676471183,33058.22199392969
598109,-4291.609313056624,40,Male,Widowed,4,Current,23706.538421754445,202,839.6498573366132,106630.06499503991,Employed,High School,Rent,5714.5393538223425,56,2020-04-19,534,2000-04-19,False,2.156023449718438,572.7851487328858,19727.041474367285
325449,-1924.714315409681,77,Female,Married,4,Savings,15041.212714855623,277,556.4393048403094,83643.09398172621,Employed,High School,Own,7468.265987513302,4,2020-04-20,749,2000-04-20,False,2.5333957487740846,3015.333279982875,44456.77236544497
238519,-2726.361033810783,74,Female,Married,0,Fixed Deposit,14228.664705369147,71,735.5645926300703,97769.9179674816,Retired,Master,Rent,6898.202829526748,82,2020-04-21,904,2000-04-21,True,13.471183692246694,2068.6481834478373,28365.425305813293
